date,visitor,home,visitor_points,home_points
2023-12-25,Philadelphia 76ers,Miami Heat, 113,119 
2023-12-25,Dallas Mavericks,Phoenix Suns, 128,114 
2023-12-26,Brooklyn Nets,Detroit Pistons, 118,112 
2023-12-26,Orlando Magic,Washington Wizards, 127,119 
2023-12-26,Atlanta Hawks,Chicago Bulls, 113,118 
2023-12-26,Indiana Pacers,Houston Rockets, 123,117 
2023-12-26,Memphis Grizzlies,New Orleans Pelicans, 116,115 
2023-12-26,Minnesota Timberwolves,Oklahoma City Thunder, 106,129 
2023-12-26,Utah Jazz,San Antonio Spurs, 130,118 
2023-12-26,Sacramento Kings,Portland Trail Blazers, 113,130 
2023-12-26,Charlotte Hornets,LA Clippers, 104,113 
2023-12-27,Philadelphia 76ers,Orlando Magic, 112,92 
2023-12-27,Toronto Raptors,Washington Wizards, 132,102 
2023-12-27,Milwaukee Bucks,Brooklyn Nets, 144,122 
2023-12-27,Phoenix Suns,Houston Rockets, 129,113 
2023-12-27,New York Knicks,Oklahoma City Thunder, 120,129 
2023-12-27,Cleveland Cavaliers,Dallas Mavericks, 113,110 
2023-12-28,Detroit Pistons,Boston Celtics, 122,128 
2023-12-28,Indiana Pacers,Chicago Bulls, 120,104 
2023-12-28,Dallas Mavericks,Minnesota Timberwolves, 110,118 
2023-12-28,Utah Jazz,New Orleans Pelicans, 105,112 
2023-12-28,Memphis Grizzlies,Denver Nuggets, 105,142 
2023-12-28,Miami Heat,Golden State Warriors, 114,102 
2023-12-28,San Antonio Spurs,Portland Trail Blazers, 118,105 
2023-12-28,Charlotte Hornets,Los Angeles Lakers, 112,133 
2023-12-29,New York Knicks,Orlando Magic, 108,117 
2023-12-29,Brooklyn Nets,Washington Wizards, 104,110 
2023-12-29,Sacramento Kings,Atlanta Hawks, 117,110 
2023-12-29,Toronto Raptors,Boston Celtics, 118,120 
2023-12-29,Milwaukee Bucks,Cleveland Cavaliers, 119,111 
2023-12-29,Philadelphia 76ers,Houston Rockets, 131,127 
2023-12-29,Oklahoma City Thunder,Denver Nuggets, 119,93 
2023-12-29,Charlotte Hornets,Phoenix Suns, 119,133 
2023-12-29,San Antonio Spurs,Portland Trail Blazers, 128,134 
2023-12-29,Memphis Grizzlies,LA Clippers, 106,117 
2023-12-30,Miami Heat,Utah Jazz, 109,117 
2023-12-30,Toronto Raptors,Detroit Pistons, 127,129 
2023-12-30,New York Knicks,Indiana Pacers, 126,140 
2023-12-30,Philadelphia 76ers,Chicago Bulls, 92,105 
2023-12-30,Los Angeles Lakers,Minnesota Timberwolves, 106,108 
2023-12-30,Dallas Mavericks,Golden State Warriors, 132,122 
2023-12-31,Atlanta Hawks,Washington Wizards, 130,126 
2023-12-31,Los Angeles Lakers,New Orleans Pelicans, 109,129 
2023-12-31,Brooklyn Nets,Oklahoma City Thunder, 108,124 
2023-12-31,Boston Celtics,San Antonio Spurs, 134,101 
2023-12-31,Sacramento Kings,Memphis Grizzlies, 123,92 
2023-12-31,Orlando Magic,Phoenix Suns, 107,112 
2024-01-01,Minnesota Timberwolves,New York Knicks, 106,112 
2024-01-01,Cleveland Cavaliers,Toronto Raptors, 121,124 
2024-01-01,Detroit Pistons,Houston Rockets, 113,136 
2024-01-01,Indiana Pacers,Milwaukee Bucks, 122,113 
2024-01-01,Charlotte Hornets,Denver Nuggets, 93,111 
2024-01-01,Portland Trail Blazers,Phoenix Suns, 88,109 
2024-01-01,Dallas Mavericks,Utah Jazz, 90,127 
2024-01-01,Miami Heat,LA Clippers, 104,121 
2024-01-02,Chicago Bulls,Philadelphia 76ers, 97,110 
2024-01-02,San Antonio Spurs,Memphis Grizzlies, 98,106 
2024-01-02,Brooklyn Nets,New Orleans Pelicans, 85,112 
2024-01-02,Boston Celtics,Oklahoma City Thunder, 123,127 
2024-01-02,Orlando Magic,Golden State Warriors, 115,121 
2024-01-02,Charlotte Hornets,Sacramento Kings, 111,104 
2024-01-03,Washington Wizards,Cleveland Cavaliers, 101,140 
2024-01-03,Milwaukee Bucks,Indiana Pacers, 130,142 
2024-01-03,Oklahoma City Thunder,Atlanta Hawks, 138,141 
2024-01-03,Brooklyn Nets,Houston Rockets, 101,112 
2024-01-03,Toronto Raptors,Memphis Grizzlies, 116,111 
2024-01-03,New Orleans Pelicans,Minnesota Timberwolves, 117,106 
2024-01-03,Chicago Bulls,New York Knicks, 100,116 
2024-01-03,Portland Trail Blazers,Dallas Mavericks, 97,126 
2024-01-03,LA Clippers,Phoenix Suns, 131,122 
2024-01-03,Detroit Pistons,Utah Jazz, 148,154 
2024-01-03,Miami Heat,Los Angeles Lakers, 110,96 
2024-01-03,Orlando Magic,Sacramento Kings, 135,138 
2024-01-04,Milwaukee Bucks,San Antonio Spurs, 125,121 
2024-01-04,Denver Nuggets,Golden State Warriors, 130,127 
2024-01-05,Utah Jazz,Boston Celtics, 97,126 
2024-01-05,Atlanta Hawks,Indiana Pacers, 116,150 
2024-01-05,Oklahoma City Thunder,Brooklyn Nets, 115,124 
2024-01-05,Washington Wizards,Cleveland Cavaliers, 90,114 
2024-01-05,New York Knicks,Philadelphia 76ers, 128,92 
2024-01-05,Charlotte Hornets,Chicago Bulls, 91,104 
2024-01-05,Minnesota Timberwolves,Houston Rockets, 122,95 
2024-01-05,LA Clippers,New Orleans Pelicans, 111,95 
2024-01-05,Portland Trail Blazers,Dallas Mavericks, 103,139 
2024-01-05,Orlando Magic,Denver Nuggets, 122,120 
2024-01-05,Miami Heat,Phoenix Suns, 97,113 
2024-01-05,Detroit Pistons,Golden State Warriors, 109,113 
2024-01-05,Memphis Grizzlies,Los Angeles Lakers, 127,113 
2024-01-05,Toronto Raptors,Sacramento Kings, 130,135 
2024-01-06,Boston Celtics,Indiana Pacers, 118,101 
2024-01-06,New York Knicks,Washington Wizards, 121,105 
2024-01-06,Utah Jazz,Philadelphia 76ers, 120,109 
2024-01-06,Milwaukee Bucks,Houston Rockets, 108,112 
2024-01-07,San Antonio Spurs,Cleveland Cavaliers, 115,117 
2024-01-07,Portland Trail Blazers,Brooklyn Nets, 134,127 
2024-01-07,Atlanta Hawks,Orlando Magic, 110,117 
2024-01-07,New Orleans Pelicans,Sacramento Kings, 133,100 
2024-01-07,Minnesota Timberwolves,Dallas Mavericks, 108,115 
2024-01-07,Detroit Pistons,Denver Nuggets, 114,131 
2024-01-07,Memphis Grizzlies,Phoenix Suns, 121,115 
2024-01-07,Toronto Raptors,Golden State Warriors, 133,118 
2024-01-07,LA Clippers,Los Angeles Lakers, 103,106 
2024-01-08,Chicago Bulls,Charlotte Hornets, 119,112 
2024-01-08,Boston Celtics,Indiana Pacers, 131,133 
2024-01-08,Oklahoma City Thunder,Washington Wizards, 136,128 
2024-01-08,Houston Rockets,Miami Heat, 113,120 
2024-01-08,Utah Jazz,Milwaukee Bucks, 132,116 
2024-01-08,Phoenix Suns,LA Clippers, 111,138 
2024-01-09,Sacramento Kings,Detroit Pistons, 131,110 
2024-01-09,Minnesota Timberwolves,Orlando Magic, 113,92 
2024-01-09,Portland Trail Blazers,New York Knicks, 84,112 
2024-01-09,Memphis Grizzlies,Dallas Mavericks, 120,103 
2024-01-09,Toronto Raptors,Los Angeles Lakers, 131,132 
2024-01-10,Minnesota Timberwolves,Boston Celtics, 120,127 
2024-01-10,Sacramento Kings,Charlotte Hornets, 123,98 
2024-01-10,San Antonio Spurs,Detroit Pistons, 130,108 
2024-01-10,Washington Wizards,Indiana Pacers, 104,112 
2024-01-10,Philadelphia 76ers,Atlanta Hawks, 132,139 
2024-01-10,Oklahoma City Thunder,Miami Heat, 128,120 
2024-01-10,Houston Rockets,Chicago Bulls, 119,124 
2024-01-10,New Orleans Pelicans,Golden State Warriors, 141,105 
2024-01-10,Denver Nuggets,Utah Jazz, 111,124 
2024-01-10,Toronto Raptors,LA Clippers, 120,126 
2024-01-11,Brooklyn Nets,Cleveland Cavaliers, 102,111 
2024-01-11,Boston Celtics,Milwaukee Bucks, 102,135 
2024-01-11,Portland Trail Blazers,Oklahoma City Thunder, 77,139 
2024-01-11,New York Knicks,Dallas Mavericks, 124,128 
2024-01-11,Phoenix Suns,Los Angeles Lakers, 127,109 
2024-01-12,Sacramento Kings,Philadelphia 76ers, 93,112 
2024-01-12,Indiana Pacers,Atlanta Hawks, 126,108 
2024-01-12,Houston Rockets,Detroit Pistons, 112,110 
2024-01-12,Orlando Magic,Miami Heat, 96,99 
2024-01-12,Golden State Warriors,Chicago Bulls, 140,131 
2024-01-12,LA Clippers,Memphis Grizzlies, 128,119 
2024-01-12,Portland Trail Blazers,Minnesota Timberwolves, 93,116 
2024-01-12,Charlotte Hornets,San Antonio Spurs, 99,135 
2024-01-12,Toronto Raptors,Utah Jazz, 113,145 
2024-01-12,New Orleans Pelicans,Denver Nuggets, 113,125 
2024-01-13,Houston Rockets,Boston Celtics, 113,145 
2024-01-13,Washington Wizards,Atlanta Hawks, 127,99 
2024-01-13,New York Knicks,Memphis Grizzlies, 106,94 
2024-01-13,Golden State Warriors,Milwaukee Bucks, 118,129 
2024-01-13,Orlando Magic,Oklahoma City Thunder, 100,112 
2024-01-13,New Orleans Pelicans,Dallas Mavericks, 118,108 
2024-01-13,Chicago Bulls,San Antonio Spurs, 122,116 
2024-01-13,Los Angeles Lakers,Utah Jazz, 125,132 
2024-01-14,Indiana Pacers,Denver Nuggets, 109,117 
2024-01-14,Charlotte Hornets,Miami Heat, 87,104 
2024-01-14,Sacramento Kings,Milwaukee Bucks, 142,143 
2024-01-14,LA Clippers,Minnesota Timberwolves, 105,109 
2024-01-14,Phoenix Suns,Portland Trail Blazers, 127,116 
2024-01-15,Houston Rockets,Philadelphia 76ers, 115,124 
2024-01-15,New Orleans Pelicans,Dallas Mavericks, 120,125 
2024-01-15,Orlando Magic,New York Knicks, 98,94 
2024-01-15,Detroit Pistons,Washington Wizards, 129,117 
2024-01-15,San Antonio Spurs,Atlanta Hawks, 99,109 
2024-01-15,Golden State Warriors,Memphis Grizzlies, 107,116 
2024-01-15,Chicago Bulls,Cleveland Cavaliers, 91,109 
2024-01-15,Miami Heat,Brooklyn Nets, 96,95 
2024-01-15,Boston Celtics,Toronto Raptors, 105,96 
2024-01-15,Indiana Pacers,Utah Jazz, 105,132 
2024-01-15,Oklahoma City Thunder,Los Angeles Lakers, 105,112 
2024-01-16,Denver Nuggets,Philadelphia 76ers, 121,126 
2024-01-16,Sacramento Kings,Phoenix Suns, 117,119 
2024-01-16,Oklahoma City Thunder,LA Clippers, 117,128 
2024-01-17,Minnesota Timberwolves,Detroit Pistons, 124,117 
2024-01-17,Orlando Magic,Atlanta Hawks, 104,106 
2024-01-17,San Antonio Spurs,Boston Celtics, 98,117 
2024-01-17,Milwaukee Bucks,Cleveland Cavaliers, 95,135 
2024-01-17,Houston Rockets,New York Knicks, 94,109 
2024-01-17,Miami Heat,Toronto Raptors, 97,121 
2024-01-17,Charlotte Hornets,New Orleans Pelicans, 112,132 
2024-01-17,Dallas Mavericks,Los Angeles Lakers, 110,127 
2024-01-17,Brooklyn Nets,Portland Trail Blazers, 103,105 
2024-01-18,Washington Wizards,New York Knicks, 109,113 
2024-01-18,Chicago Bulls,Toronto Raptors, 116,110 
2024-01-18,Oklahoma City Thunder,Utah Jazz, 134,129 
2024-01-18,Memphis Grizzlies,Minnesota Timberwolves, 103,118 
2024-01-18,Indiana Pacers,Sacramento Kings, 126,121 
2024-01-19,San Antonio Spurs,Charlotte Hornets, 120,124 
2024-01-19,Philadelphia 76ers,Orlando Magic, 124,109 
2024-01-19,Denver Nuggets,Boston Celtics, 102,100 
2024-01-19,Atlanta Hawks,Miami Heat, 109,108 
2024-01-19,Phoenix Suns,New Orleans Pelicans, 123,109 
2024-01-19,Indiana Pacers,Portland Trail Blazers, 115,118 
2024-01-19,Brooklyn Nets,Los Angeles Lakers, 130,112 
2024-01-20,Milwaukee Bucks,Detroit Pistons, 141,135 
2024-01-20,Philadelphia 76ers,Charlotte Hornets, 97,89 
2024-01-20,San Antonio Spurs,Washington Wizards, 131,127 
2024-01-20,Cleveland Cavaliers,Atlanta Hawks, 116,95 
2024-01-20,Toronto Raptors,New York Knicks, 100,126 
2024-01-20,Memphis Grizzlies,Chicago Bulls, 96,125 
2024-01-20,Utah Jazz,Houston Rockets, 126,127 
2024-01-20,Oklahoma City Thunder,Minnesota Timberwolves, 102,97 
2024-01-21,Brooklyn Nets,LA Clippers, 114,125 
2024-01-21,Miami Heat,Orlando Magic, 87,105 
2024-01-21,Denver Nuggets,Washington Wizards, 113,104 
2024-01-21,Boston Celtics,Houston Rockets, 116,107 
2024-01-21,Indiana Pacers,Phoenix Suns, 110,117 
2024-01-21,Portland Trail Blazers,Los Angeles Lakers, 110,134 
2024-01-22,Milwaukee Bucks,Detroit Pistons, 122,113 
2024-01-22,Cleveland Cavaliers,Orlando Magic, 126,99 
2024-01-22,San Antonio Spurs,Philadelphia 76ers, 123,133 
2024-01-22,Memphis Grizzlies,Toronto Raptors, 108,100 
2024-01-22,Charlotte Hornets,Minnesota Timberwolves, 128,125 
2024-01-22,Boston Celtics,Dallas Mavericks, 119,110 
2024-01-22,Chicago Bulls,Phoenix Suns, 113,115 
2024-01-22,Atlanta Hawks,Sacramento Kings, 107,122 
2024-01-23,Denver Nuggets,Indiana Pacers, 114,109 
2024-01-23,New York Knicks,Brooklyn Nets, 108,103 
2024-01-23,Utah Jazz,New Orleans Pelicans, 24,153 
2024-01-23,Portland Trail Blazers,Oklahoma City Thunder, 109,111 
2024-01-23,Los Angeles Lakers,LA Clippers, 116,127 
2024-01-24,Charlotte Hornets,Detroit Pistons, 106,113 
2024-01-24,Minnesota Timberwolves,Washington Wizards, 118,107 
2024-01-24,Memphis Grizzlies,Miami Heat, 105,96 
2024-01-24,Portland Trail Blazers,Houston Rockets, 137,131 
2024-01-24,Cleveland Cavaliers,Milwaukee Bucks, 116,126 
2024-01-24,Phoenix Suns,Dallas Mavericks, 132,109 
2024-01-24,Oklahoma City Thunder,San Antonio Spurs, 140,114 
2024-01-24,Atlanta Hawks,Golden State Warriors, 112,134 
2024-01-25,Philadelphia 76ers,Indiana Pacers, 122,134 
2024-01-25,Utah Jazz,Washington Wizards, 123,108 
2024-01-25,Minnesota Timberwolves,Brooklyn Nets, 96,94 
2024-01-25,Boston Celtics,Miami Heat, 143,110 
2024-01-25,Denver Nuggets,New York Knicks, 84,122 
2024-01-25,Sacramento Kings,Golden State Warriors, 134,133 
2024-01-25,Chicago Bulls,Los Angeles Lakers, 132,141 
2024-01-26,Dallas Mavericks,Atlanta Hawks, 148,143 
2024-01-26,Houston Rockets,Charlotte Hornets, 138,104 
2024-01-26,Phoenix Suns,Indiana Pacers, 131,133 
2024-01-26,LA Clippers,Toronto Raptors, 127,107 
2024-01-26,Orlando Magic,Memphis Grizzlies, 106,107 
2024-01-26,Cleveland Cavaliers,Milwaukee Bucks, 112,100 
2024-01-26,Oklahoma City Thunder,New Orleans Pelicans, 107,83 
2024-01-26,Portland Trail Blazers,San Antonio Spurs, 100,116 
2024-01-27,Washington Wizards,Detroit Pistons, 118,104 
2024-01-27,Miami Heat,New York Knicks, 109,125 
2024-01-27,Philadelphia 76ers,Denver Nuggets, 105,111 
2024-01-27,Houston Rockets,Brooklyn Nets, 104,106 
2024-01-27,LA Clippers,Boston Celtics, 115,96 
2024-01-27,Utah Jazz,Charlotte Hornets, 134,122 
2024-01-27,New Orleans Pelicans,Milwaukee Bucks, 117,141 
2024-01-27,Minnesota Timberwolves,San Antonio Spurs, 112,113 
2024-01-27,Los Angeles Lakers,Golden State Warriors, 145,144 
2024-01-27,Sacramento Kings,Dallas Mavericks, 120,115 
2024-01-28,Oklahoma City Thunder,Detroit Pistons, 104,120 
2024-01-28,Memphis Grizzlies,Indiana Pacers, 110,116 
2024-01-28,Toronto Raptors,Atlanta Hawks, 125,126 
2024-01-28,Phoenix Suns,Orlando Magic, 98,113 
2024-01-28,Chicago Bulls,Portland Trail Blazers, 104,96 
2024-01-29,New York Knicks,Charlotte Hornets, 113,92 
2024-01-29,LA Clippers,Cleveland Cavaliers, 108,118 
2024-01-29,New Orleans Pelicans,Boston Celtics, 112,118 
2024-01-29,Utah Jazz,Brooklyn Nets, 114,147 
2024-01-29,Phoenix Suns,Miami Heat, 118,105 
2024-01-29,Los Angeles Lakers,Houston Rockets, 119,135 
2024-01-29,Sacramento Kings,Memphis Grizzlies, 103,94 
2024-01-29,Minnesota Timberwolves,Oklahoma City Thunder, 107,101 
2024-01-29,Washington Wizards,San Antonio Spurs, 118,113 
2024-01-29,Orlando Magic,Dallas Mavericks, 129,131 
2024-01-29,Milwaukee Bucks,Denver Nuggets, 107,113 
2024-01-29,Philadelphia 76ers,Portland Trail Blazers, 104,130 
2024-01-30,Los Angeles Lakers,Atlanta Hawks, 122,138 
2024-01-30,Indiana Pacers,Boston Celtics, 124,129 
2024-01-30,Utah Jazz,New York Knicks, 103,118 
2024-01-30,Toronto Raptors,Chicago Bulls, 118,107 
2024-01-30,Philadelphia 76ers,Golden State Warriors, 107,119 
2024-01-31,Chicago Bulls,Charlotte Hornets, 117,110 
2024-01-31,Detroit Pistons,Cleveland Cavaliers, 121,128 
2024-01-31,LA Clippers,Washington Wizards, 125,109 
2024-01-31,Sacramento Kings,Miami Heat, 106,115 
2024-01-31,New Orleans Pelicans,Houston Rockets, 110,99 
2024-01-31,Dallas Mavericks,Minnesota Timberwolves, 87,121 
2024-01-31,Orlando Magic,San Antonio Spurs, 108,98 
2024-01-31,Denver Nuggets,Oklahoma City Thunder, 100,105 
2024-01-31,Phoenix Suns,Brooklyn Nets, 136,120 
2024-01-31,Milwaukee Bucks,Portland Trail Blazers, 116,119 
2024-02-01,Los Angeles Lakers,Boston Celtics, 114,105 
2024-02-01,Indiana Pacers,New York Knicks, 105,109 
2024-02-01,Cleveland Cavaliers,Memphis Grizzlies, 108,101 
2024-02-01,Philadelphia 76ers,Utah Jazz, 127,124 
2024-02-02,LA Clippers,Detroit Pistons, 136,125 
2024-02-02,Miami Heat,Washington Wizards, 110,102 
2024-02-02,Phoenix Suns,Atlanta Hawks, 120,129 
2024-02-02,Sacramento Kings,Indiana Pacers, 133,122 
2024-02-02,Toronto Raptors,Houston Rockets, 106,135 
2024-02-02,Golden State Warriors,Memphis Grizzlies, 121,101 
2024-02-02,Orlando Magic,Minnesota Timberwolves, 108,106 
2024-02-02,Charlotte Hornets,Oklahoma City Thunder, 106,126 
2024-02-02,New Orleans Pelicans,San Antonio Spurs, 114,113 
2024-02-02,Portland Trail Blazers,Denver Nuggets, 108,120 
2024-02-03,Brooklyn Nets,Philadelphia 76ers, 136,121 
2024-02-03,Golden State Warriors,Atlanta Hawks, 134,141 
2024-02-03,Sacramento Kings,Chicago Bulls, 123,115 
2024-02-03,Los Angeles Lakers,New York Knicks, 113,105 
2024-02-03,Milwaukee Bucks,Dallas Mavericks, 129,117 
2024-02-03,Cleveland Cavaliers,San Antonio Spurs, 117,101 
2024-02-04,Orlando Magic,Detroit Pistons, 111,99 
2024-02-04,Phoenix Suns,Washington Wizards, 140,112 
2024-02-04,Memphis Grizzlies,Boston Celtics, 91,131 
2024-02-04,Indiana Pacers,Charlotte Hornets, 115,99 
2024-02-04,LA Clippers,Miami Heat, 103,95 
2024-02-04,Houston Rockets,Minnesota Timberwolves, 90,111 
2024-02-04,Toronto Raptors,Oklahoma City Thunder, 127,135 
2024-02-04,Milwaukee Bucks,Utah Jazz, 108,123 
2024-02-04,Portland Trail Blazers,Denver Nuggets, 103,112 
2024-02-05,Los Angeles Lakers,Charlotte Hornets, 124,118 
2024-02-05,Sacramento Kings,Cleveland Cavaliers, 110,136 
2024-02-05,Dallas Mavericks,Philadelphia 76ers, 118,102 
2024-02-05,LA Clippers,Atlanta Hawks, 149,144 
2024-02-05,Golden State Warriors,Brooklyn Nets, 109,98 
2024-02-05,Toronto Raptors,New Orleans Pelicans, 100,138 
2024-02-06,Houston Rockets,Indiana Pacers, 129,132 
2024-02-06,Dallas Mavericks,Brooklyn Nets, 119,107 
2024-02-06,Orlando Magic,Miami Heat, 95,121 
2024-02-06,Memphis Grizzlies,New York Knicks, 113,123 
2024-02-06,Minnesota Timberwolves,Chicago Bulls, 123,129 
2024-02-06,Oklahoma City Thunder,Utah Jazz, 117,124 
2024-02-06,Milwaukee Bucks,Phoenix Suns, 106,114 
2024-02-07,Toronto Raptors,Charlotte Hornets, 123,117 
2024-02-07,Cleveland Cavaliers,Washington Wizards, 114,106 
2024-02-07,Golden State Warriors,Philadelphia 76ers, 127,104 
2024-02-07,Atlanta Hawks,Boston Celtics, 117,125 
2024-02-07,San Antonio Spurs,Miami Heat, 104,116 
2024-02-07,New Orleans Pelicans,LA Clippers, 117,106 
2024-02-07,Detroit Pistons,Sacramento Kings, 133,120 
2024-02-08,Golden State Warriors,Indiana Pacers, 131,109 
2024-02-08,San Antonio Spurs,Orlando Magic, 111,127 
2024-02-08,Cleveland Cavaliers,Brooklyn Nets, 118,95 
2024-02-08,Dallas Mavericks,New York Knicks, 122,108 
2024-02-08,Chicago Bulls,Memphis Grizzlies, 118,110 
2024-02-08,Minnesota Timberwolves,Milwaukee Bucks, 129,105 
2024-02-08,Utah Jazz,Phoenix Suns, 115,129 
2024-02-08,Denver Nuggets,Los Angeles Lakers, 114,106 
2024-02-08,Detroit Pistons,Portland Trail Blazers, 128,122 
2024-02-09,Atlanta Hawks,Philadelphia 76ers, 127,121 
2024-02-09,Washington Wizards,Boston Celtics, 129,133 
2024-02-09,Houston Rockets,Toronto Raptors, 104,107 
2024-02-09,Charlotte Hornets,Milwaukee Bucks, 84,120 
2024-02-09,Denver Nuggets,Sacramento Kings, 106,135 
2024-02-09,New Orleans Pelicans,Los Angeles Lakers, 122,139 
2024-02-10,Oklahoma City Thunder,Dallas Mavericks, 111,146 
2024-02-10,Detroit Pistons,LA Clippers, 106,112 
2024-02-10,San Antonio Spurs,Brooklyn Nets, 103,123 
2024-02-10,Memphis Grizzlies,Charlotte Hornets, 106,115 
2024-02-10,Chicago Bulls,Orlando Magic, 108,114 
2024-02-10,Philadelphia 76ers,Washington Wizards, 119,113 
2024-02-10,Houston Rockets,Atlanta Hawks, 113,122 
2024-02-10,Indiana Pacers,New York Knicks, 125,111 
2024-02-10,Cleveland Cavaliers,Toronto Raptors, 119,95 
2024-02-10,Phoenix Suns,Golden State Warriors, 112,113 
2024-02-10,New Orleans Pelicans,Portland Trail Blazers, 93,84 
2024-02-11,Boston Celtics,Miami Heat, 110,106 
2024-02-11,Sacramento Kings,Oklahoma City Thunder, 113,127 
2024-02-12,Indiana Pacers,Charlotte Hornets, 102,111 
2024-02-12,Philadelphia 76ers,Cleveland Cavaliers, 123,121 
2024-02-12,Chicago Bulls,Atlanta Hawks, 136,126 
2024-02-12,San Antonio Spurs,Toronto Raptors, 122,99 
2024-02-12,New York Knicks,Houston Rockets, 103,105 
2024-02-12,New Orleans Pelicans,Memphis Grizzlies, 96,87 
2024-02-12,Denver Nuggets,Milwaukee Bucks, 95,112 
2024-02-12,Washington Wizards,Dallas Mavericks, 104,112 
2024-02-12,Golden State Warriors,Utah Jazz, 129,107 
2024-02-12,Minnesota Timberwolves,LA Clippers, 121,100 
2024-02-13,Boston Celtics,Brooklyn Nets, 118,110 
2024-02-13,Oklahoma City Thunder,Orlando Magic, 127,113 
2024-02-13,Miami Heat,Milwaukee Bucks, 123,97 
2024-02-13,Sacramento Kings,Phoenix Suns, 125,130 
2024-02-13,Minnesota Timberwolves,Portland Trail Blazers, 121,109 
2024-02-13,Detroit Pistons,Los Angeles Lakers, 111,125 
2024-02-14,Atlanta Hawks,Charlotte Hornets, 99,122 
2024-02-14,New York Knicks,Orlando Magic, 100,118 
2024-02-14,Miami Heat,Philadelphia 76ers, 109,104 
2024-02-14,Brooklyn Nets,Boston Celtics, 86,136 
2024-02-14,Chicago Bulls,Cleveland Cavaliers, 105,108 
2024-02-14,Indiana Pacers,Toronto Raptors, 127,125 
2024-02-14,Houston Rockets,Memphis Grizzlies, 113,121 
2024-02-14,Washington Wizards,New Orleans Pelicans, 126,133 
2024-02-14,San Antonio Spurs,Dallas Mavericks, 93,116 
2024-02-14,Sacramento Kings,Denver Nuggets, 102,98 
2024-02-14,Detroit Pistons,Phoenix Suns, 100,116 
2024-02-14,Los Angeles Lakers,Utah Jazz, 138,122 
2024-02-14,LA Clippers,Golden State Warriors, 130,125 
2024-02-15,Milwaukee Bucks,Memphis Grizzlies, 110,113 
2024-02-15,Golden State Warriors,Utah Jazz, 140,137 
2024-02-15,Minnesota Timberwolves,Portland Trail Blazers, 128,91 
2024-02-22,Orlando Magic,Cleveland Cavaliers, 116,109 
2024-02-22,Detroit Pistons,Indiana Pacers, 115,129 
2024-02-22,New York Knicks,Philadelphia 76ers, 110,96 
2024-02-22,Brooklyn Nets,Toronto Raptors, 93,121 
2024-02-22,Phoenix Suns,Dallas Mavericks, 113,123 
2024-02-22,Boston Celtics,Chicago Bulls, 129,112 
2024-02-22,Houston Rockets,New Orleans Pelicans, 105,127 
2024-02-22,LA Clippers,Oklahoma City Thunder, 107,129 
2024-02-22,Washington Wizards,Denver Nuggets, 110,130 
2024-02-22,Charlotte Hornets,Utah Jazz, 115,107 
2024-02-22,Los Angeles Lakers,Golden State Warriors, 110,128 
2024-02-22,San Antonio Spurs,Sacramento Kings, 122,127 
2024-02-23,Toronto Raptors,Atlanta Hawks, 123,121 
2024-02-23,Cleveland Cavaliers,Philadelphia 76ers, 97,104 
2024-02-23,Phoenix Suns,Houston Rockets, 110,114 
2024-02-23,LA Clippers,Memphis Grizzlies, 101,95 
2024-02-23,Washington Wizards,Oklahoma City Thunder, 106,147 
2024-02-23,Miami Heat,New Orleans Pelicans, 106,95 
2024-02-23,Milwaukee Bucks,Minnesota Timberwolves, 112,107 
2024-02-23,Charlotte Hornets,Golden State Warriors, 84,97 
2024-02-23,Denver Nuggets,Portland Trail Blazers, 127,112 
2024-02-23,San Antonio Spurs,Los Angeles Lakers, 118,123 
2024-02-24,Orlando Magic,Detroit Pistons, 112,109 
2024-02-24,Boston Celtics,New York Knicks, 116,102 
2024-02-24,Brooklyn Nets,Minnesota Timberwolves, 86,101 
2024-02-25,Milwaukee Bucks,Philadelphia 76ers, 119,98 
2024-02-25,Los Angeles Lakers,Phoenix Suns, 113,123 
2024-02-25,Dallas Mavericks,Indiana Pacers, 111,133 
2024-02-25,Cleveland Cavaliers,Washington Wizards, 114,105 
2024-02-25,Orlando Magic,Atlanta Hawks, 92,109 
2024-02-25,Oklahoma City Thunder,Houston Rockets, 123,110 
2024-02-25,Chicago Bulls,New Orleans Pelicans, 114,106 
2024-02-25,Denver Nuggets,Golden State Warriors, 119,103 
2024-02-25,San Antonio Spurs,Utah Jazz, 109,128 
2024-02-25,Charlotte Hornets,Portland Trail Blazers, 93,80 
2024-02-25,Sacramento Kings,LA Clippers, 123,107 
2024-02-26,Toronto Raptors,Indiana Pacers, 130,122 
2024-02-26,Detroit Pistons,New York Knicks, 111,113 
2024-02-26,Brooklyn Nets,Memphis Grizzlies, 111,86 
2024-02-26,Miami Heat,Sacramento Kings, 121,110 
2024-02-27,Dallas Mavericks,Cleveland Cavaliers, 119,121 
2024-02-27,Brooklyn Nets,Orlando Magic, 81,108 
2024-02-27,Golden State Warriors,Washington Wizards, 123,112 
2024-02-27,Utah Jazz,Atlanta Hawks, 97,124 
2024-02-27,Philadelphia 76ers,Boston Celtics, 99,117 
2024-02-27,New Orleans Pelicans,New York Knicks, 115,92 
2024-02-27,San Antonio Spurs,Minnesota Timberwolves, 105,114 
2024-02-27,Detroit Pistons,Chicago Bulls, 105,95 
2024-02-27,Charlotte Hornets,Milwaukee Bucks, 85,123 
