date,visitor,home,visitor_points,home_points
2016-03-06,Phoenix Suns,Memphis Grizzlies,109.0,100.0
2016-03-07,Sacramento Kings,New Orleans Pelicans,112.0,115.0
2016-03-07,Orlando Magic,Golden State Warriors,113.0,119.0
2016-03-07,Minnesota Timberwolves,Charlotte Hornets,103.0,108.0
2016-03-07,LA Clippers,Dallas Mavericks,109.0,90.0
2016-03-07,San Antonio Spurs,Indiana Pacers,91.0,99.0
2016-03-07,Memphis Grizzlies,Cleveland Cavaliers,106.0,103.0
2016-03-07,Milwaukee Bucks,Chicago Bulls,90.0,100.0
2016-03-08,Orlando Magic,Los Angeles Lakers,98.0,107.0
2016-03-08,Brooklyn Nets,Toronto Raptors,99.0,104.0
2016-03-08,Atlanta Hawks,Utah Jazz,91.0,84.0
2016-03-08,New York Knicks,Denver Nuggets,94.0,110.0
2016-03-08,Washington Wizards,Portland Trail Blazers,109.0,116.0
2016-03-08,San Antonio Spurs,Minnesota Timberwolves,116.0,91.0
2016-03-09,Cleveland Cavaliers,Sacramento Kings,120.0,111.0
2016-03-09,Utah Jazz,Golden State Warriors,94.0,115.0
2016-03-09,Detroit Pistons,Dallas Mavericks,102.0,96.0
2016-03-09,Miami Heat,Milwaukee Bucks,108.0,114.0
2016-03-09,Memphis Grizzlies,Boston Celtics,96.0,116.0
2016-03-09,New York Knicks,Phoenix Suns,128.0,97.0
2016-03-09,Houston Rockets,Philadelphia 76ers,118.0,104.0
2016-03-09,New Orleans Pelicans,Charlotte Hornets,113.0,122.0
2016-03-09,LA Clippers,Oklahoma City Thunder,108.0,120.0
2016-03-10,Cleveland Cavaliers,Los Angeles Lakers,120.0,108.0
2016-03-10,Atlanta Hawks,Toronto Raptors,96.0,104.0
2016-03-10,Chicago Bulls,San Antonio Spurs,101.0,109.0
2016-03-10,Phoenix Suns,Denver Nuggets,98.0,116.0
2016-03-11,New Orleans Pelicans,Memphis Grizzlies,114.0,121.0
2016-03-11,Detroit Pistons,Charlotte Hornets,103.0,118.0
2016-03-11,New York Knicks,LA Clippers,94.0,101.0
2016-03-11,Minnesota Timberwolves,Oklahoma City Thunder,99.0,96.0
2016-03-11,Portland Trail Blazers,Golden State Warriors,112.0,128.0
2016-03-11,Miami Heat,Chicago Bulls,118.0,96.0
2016-03-11,Houston Rockets,Boston Celtics,102.0,98.0
2016-03-11,Washington Wizards,Utah Jazz,93.0,114.0
2016-03-11,Orlando Magic,Sacramento Kings,107.0,100.0
2016-03-11,Brooklyn Nets,Philadelphia 76ers,89.0,95.0
2016-03-12,Memphis Grizzlies,Atlanta Hawks,83.0,95.0
2016-03-12,Washington Wizards,Denver Nuggets,100.0,116.0
2016-03-12,Houston Rockets,Charlotte Hornets,109.0,125.0
2016-03-12,Detroit Pistons,Philadelphia 76ers,125.0,111.0
2016-03-12,Indiana Pacers,Dallas Mavericks,112.0,105.0
2016-03-12,Phoenix Suns,Golden State Warriors,116.0,123.0
2016-03-12,Miami Heat,Toronto Raptors,104.0,112.0
2016-03-12,Orlando Magic,Portland Trail Blazers,84.0,121.0
2016-03-12,New Orleans Pelicans,Milwaukee Bucks,92.0,103.0
2016-03-12,Oklahoma City Thunder,San Antonio Spurs,85.0,93.0
2016-03-13,Indiana Pacers,Atlanta Hawks,75.0,104.0
2016-03-13,New York Knicks,Los Angeles Lakers,90.0,87.0
2016-03-13,Utah Jazz,Sacramento Kings,108.0,99.0
2016-03-13,Cleveland Cavaliers,LA Clippers,114.0,90.0
2016-03-13,Milwaukee Bucks,Brooklyn Nets,109.0,100.0
2016-03-14,Denver Nuggets,Miami Heat,119.0,124.0
2016-03-14,Detroit Pistons,Washington Wizards,81.0,124.0
2016-03-14,Dallas Mavericks,Charlotte Hornets,107.0,96.0
2016-03-14,Portland Trail Blazers,Oklahoma City Thunder,94.0,128.0
2016-03-14,New Orleans Pelicans,Golden State Warriors,107.0,125.0
2016-03-14,Chicago Bulls,Toronto Raptors,109.0,107.0
2016-03-14,Cleveland Cavaliers,Utah Jazz,85.0,94.0
2016-03-14,Minnesota Timberwolves,Phoenix Suns,104.0,107.0
2016-03-14,Memphis Grizzlies,Houston Rockets,81.0,130.0
2016-03-15,Toronto Raptors,Milwaukee Bucks,107.0,89.0
2016-03-15,LA Clippers,San Antonio Spurs,87.0,108.0
2016-03-15,Boston Celtics,Indiana Pacers,98.0,103.0
2016-03-15,Philadelphia 76ers,Brooklyn Nets,114.0,131.0
2016-03-15,Sacramento Kings,Los Angeles Lakers,106.0,98.0
2016-03-15,Denver Nuggets,Orlando Magic,110.0,116.0
2016-03-16,Orlando Magic,Charlotte Hornets,99.0,107.0
2016-03-16,Dallas Mavericks,Cleveland Cavaliers,98.0,99.0
2016-03-16,New York Knicks,Golden State Warriors,85.0,121.0
2016-03-16,Minnesota Timberwolves,Memphis Grizzlies,114.0,108.0
2016-03-16,Oklahoma City Thunder,Boston Celtics,130.0,109.0
2016-03-16,LA Clippers,Houston Rockets,122.0,106.0
2016-03-16,Atlanta Hawks,Detroit Pistons,118.0,114.0
2016-03-16,Chicago Bulls,Washington Wizards,96.0,117.0
2016-03-16,New Orleans Pelicans,Sacramento Kings,123.0,108.0
2016-03-17,Portland Trail Blazers,San Antonio Spurs,110.0,118.0
2016-03-17,Washington Wizards,Philadelphia 76ers,99.0,94.0
2016-03-17,Brooklyn Nets,Chicago Bulls,102.0,118.0
2016-03-17,Toronto Raptors,Indiana Pacers,101.0,94.0
2016-03-17,Phoenix Suns,Utah Jazz,69.0,103.0
2016-03-17,Memphis Grizzlies,Milwaukee Bucks,86.0,96.0
2016-03-17,Charlotte Hornets,Miami Heat,109.0,106.0
2016-03-17,Denver Nuggets,Atlanta Hawks,98.0,116.0
2016-03-18,Boston Celtics,Toronto Raptors,91.0,105.0
2016-03-18,Oklahoma City Thunder,Philadelphia 76ers,111.0,97.0
2016-03-18,Cleveland Cavaliers,Orlando Magic,109.0,103.0
2016-03-18,Sacramento Kings,Detroit Pistons,108.0,115.0
2016-03-18,Golden State Warriors,Dallas Mavericks,130.0,112.0
2016-03-18,Phoenix Suns,Los Angeles Lakers,95.0,90.0
2016-03-18,Minnesota Timberwolves,Houston Rockets,111.0,116.0
2016-03-18,Portland Trail Blazers,New Orleans Pelicans,117.0,112.0
2016-03-19,New York Knicks,Washington Wizards,89.0,99.0
2016-03-19,Oklahoma City Thunder,Indiana Pacers,115.0,111.0
2016-03-19,Houston Rockets,Atlanta Hawks,97.0,109.0
2016-03-19,LA Clippers,Memphis Grizzlies,102.0,113.0
2016-03-19,Brooklyn Nets,Detroit Pistons,103.0,115.0
2016-03-19,Cleveland Cavaliers,Miami Heat,101.0,122.0
2016-03-19,Denver Nuggets,Charlotte Hornets,101.0,93.0
2016-03-19,Golden State Warriors,San Antonio Spurs,79.0,87.0
2016-03-19,Utah Jazz,Chicago Bulls,85.0,92.0
2016-03-20,Boston Celtics,Philadelphia 76ers,120.0,105.0
2016-03-20,Utah Jazz,Milwaukee Bucks,94.0,85.0
2016-03-20,Orlando Magic,Toronto Raptors,100.0,105.0
2016-03-20,Sacramento Kings,New York Knicks,88.0,80.0
2016-03-20,Portland Trail Blazers,Dallas Mavericks,120.0,132.0
2016-03-20,LA Clippers,New Orleans Pelicans,105.0,109.0
2016-03-21,San Antonio Spurs,Charlotte Hornets,88.0,91.0
2016-03-21,Denver Nuggets,Cleveland Cavaliers,91.0,124.0
2016-03-21,Washington Wizards,Atlanta Hawks,117.0,102.0
2016-03-21,Orlando Magic,Boston Celtics,96.0,107.0
2016-03-21,Philadelphia 76ers,Indiana Pacers,75.0,91.0
2016-03-21,Memphis Grizzlies,Phoenix Suns,103.0,97.0
2016-03-21,Sacramento Kings,Chicago Bulls,102.0,109.0
2016-03-21,Milwaukee Bucks,Detroit Pistons,91.0,92.0
2016-03-21,Golden State Warriors,Minnesota Timberwolves,109.0,104.0
2016-03-22,Charlotte Hornets,Brooklyn Nets,105.0,100.0
2016-03-22,Miami Heat,New Orleans Pelicans,113.0,99.0
2016-03-22,Houston Rockets,Oklahoma City Thunder,107.0,111.0
2016-03-22,Memphis Grizzlies,Los Angeles Lakers,100.0,107.0
2016-03-23,Milwaukee Bucks,Cleveland Cavaliers,104.0,113.0
2016-03-23,Utah Jazz,Houston Rockets,89.0,87.0
2016-03-23,LA Clippers,Golden State Warriors,98.0,114.0
2016-03-23,Philadelphia 76ers,Denver Nuggets,103.0,104.0
2016-03-23,Sacramento Kings,Minnesota Timberwolves,104.0,113.0
2016-03-23,Los Angeles Lakers,Phoenix Suns,107.0,119.0
2016-03-23,Dallas Mavericks,Portland Trail Blazers,103.0,109.0
2016-03-23,New York Knicks,Chicago Bulls,115.0,107.0
2016-03-23,Atlanta Hawks,Washington Wizards,122.0,101.0
2016-03-23,Toronto Raptors,Boston Celtics,79.0,91.0
2016-03-23,Orlando Magic,Detroit Pistons,102.0,118.0
2016-03-23,Miami Heat,San Antonio Spurs,88.0,112.0
2016-03-24,Chicago Bulls,New York Knicks,94.0,106.0
2016-03-24,Cleveland Cavaliers,Brooklyn Nets,95.0,104.0
2016-03-24,Utah Jazz,Oklahoma City Thunder,91.0,113.0
2016-03-24,New Orleans Pelicans,Indiana Pacers,84.0,92.0
2016-03-24,Portland Trail Blazers,LA Clippers,94.0,96.0
2016-03-25,Milwaukee Bucks,Atlanta Hawks,90.0,101.0
2016-03-25,Minnesota Timberwolves,Washington Wizards,132.0,129.0
2016-03-25,Dallas Mavericks,Golden State Warriors,120.0,128.0
2016-03-25,Denver Nuggets,Los Angeles Lakers,116.0,105.0
2016-03-25,Toronto Raptors,Houston Rockets,109.0,112.0
2016-03-25,Charlotte Hornets,Detroit Pistons,105.0,112.0
2016-03-25,Memphis Grizzlies,San Antonio Spurs,104.0,110.0
2016-03-25,Orlando Magic,Miami Heat,97.0,108.0
2016-03-25,Phoenix Suns,Sacramento Kings,94.0,116.0
2016-03-26,Atlanta Hawks,Detroit Pistons,112.0,95.0
2016-03-26,Boston Celtics,Phoenix Suns,102.0,99.0
2016-03-26,Indiana Pacers,Brooklyn Nets,110.0,120.0
2016-03-26,Utah Jazz,Minnesota Timberwolves,93.0,84.0
2016-03-26,Toronto Raptors,New Orleans Pelicans,115.0,91.0
2016-03-26,Chicago Bulls,Orlando Magic,89.0,111.0
2016-03-26,Cleveland Cavaliers,New York Knicks,107.0,93.0
2016-03-26,San Antonio Spurs,Oklahoma City Thunder,92.0,111.0
2016-03-26,Philadelphia 76ers,Portland Trail Blazers,105.0,108.0
2016-03-26,Charlotte Hornets,Milwaukee Bucks,115.0,91.0
2016-03-27,Washington Wizards,Los Angeles Lakers,101.0,88.0
2016-03-27,Denver Nuggets,LA Clippers,90.0,105.0
2016-03-27,Philadelphia 76ers,Golden State Warriors,105.0,117.0
2016-03-27,Dallas Mavericks,Sacramento Kings,111.0,133.0
2016-03-27,Houston Rockets,Indiana Pacers,101.0,104.0
2016-03-28,Sacramento Kings,Portland Trail Blazers,93.0,105.0
2016-03-28,New York Knicks,New Orleans Pelicans,91.0,99.0
2016-03-28,Oklahoma City Thunder,Toronto Raptors,119.0,100.0
2016-03-28,Brooklyn Nets,Miami Heat,99.0,110.0
2016-03-28,Los Angeles Lakers,Utah Jazz,75.0,123.0
2016-03-28,San Antonio Spurs,Memphis Grizzlies,101.0,87.0
2016-03-28,Dallas Mavericks,Denver Nuggets,97.0,88.0
2016-03-28,Phoenix Suns,Minnesota Timberwolves,116.0,121.0
2016-03-28,Atlanta Hawks,Chicago Bulls,102.0,100.0
2016-03-28,Boston Celtics,LA Clippers,90.0,114.0
2016-03-29,Brooklyn Nets,Orlando Magic,105.0,139.0
2016-03-29,Washington Wizards,Golden State Warriors,94.0,102.0
2016-03-29,Oklahoma City Thunder,Detroit Pistons,82.0,88.0
2016-03-29,Chicago Bulls,Indiana Pacers,98.0,96.0
2016-03-29,Charlotte Hornets,Philadelphia 76ers,100.0,85.0
2016-03-29,Houston Rockets,Cleveland Cavaliers,106.0,100.0
2016-03-30,Miami Heat,Los Angeles Lakers,100.0,102.0
2016-03-30,Atlanta Hawks,Toronto Raptors,97.0,105.0
2016-03-30,Washington Wizards,Sacramento Kings,111.0,120.0
2016-03-30,Denver Nuggets,Memphis Grizzlies,109.0,105.0
2016-03-30,New Orleans Pelicans,San Antonio Spurs,92.0,100.0
2016-03-30,LA Clippers,Minnesota Timberwolves,99.0,79.0
2016-03-30,Phoenix Suns,Milwaukee Bucks,94.0,105.0
2016-03-30,Golden State Warriors,Utah Jazz,103.0,96.0
2016-03-30,New York Knicks,Dallas Mavericks,89.0,91.0
2016-03-31,Chicago Bulls,Houston Rockets,103.0,100.0
2016-03-31,Orlando Magic,Indiana Pacers,114.0,94.0
2016-03-31,Brooklyn Nets,Cleveland Cavaliers,87.0,107.0
2016-03-31,Denver Nuggets,New Orleans Pelicans,95.0,101.0
2016-03-31,LA Clippers,Oklahoma City Thunder,117.0,119.0
2016-03-31,Boston Celtics,Portland Trail Blazers,109.0,116.0
2016-04-01,Dallas Mavericks,Detroit Pistons,98.0,89.0
2016-04-01,Minnesota Timberwolves,Utah Jazz,85.0,98.0
2016-04-01,Orlando Magic,Milwaukee Bucks,110.0,113.0
2016-04-01,Washington Wizards,Phoenix Suns,106.0,99.0
2016-04-01,Boston Celtics,Golden State Warriors,109.0,106.0
2016-04-01,Philadelphia 76ers,Charlotte Hornets,91.0,100.0
2016-04-01,Brooklyn Nets,New York Knicks,91.0,105.0
2016-04-01,Toronto Raptors,Memphis Grizzlies,99.0,95.0
2016-04-01,Cleveland Cavaliers,Atlanta Hawks,110.0,108.0
2016-04-01,Miami Heat,Sacramento Kings,112.0,106.0
2016-04-02,Sacramento Kings,Denver Nuggets,115.0,106.0
2016-04-02,Toronto Raptors,San Antonio Spurs,95.0,102.0
2016-04-02,Detroit Pistons,Chicago Bulls,94.0,90.0
2016-04-02,Miami Heat,Portland Trail Blazers,93.0,110.0
2016-04-02,Indiana Pacers,Philadelphia 76ers,115.0,102.0
2016-04-03,Utah Jazz,Phoenix Suns,101.0,86.0
2016-04-03,Chicago Bulls,Milwaukee Bucks,102.0,98.0
2016-04-03,Dallas Mavericks,Minnesota Timberwolves,88.0,78.0
2016-04-03,New Orleans Pelicans,Brooklyn Nets,106.0,87.0
2016-04-03,Portland Trail Blazers,Golden State Warriors,111.0,136.0
2016-04-03,Charlotte Hornets,Cleveland Cavaliers,103.0,112.0
2016-04-03,Oklahoma City Thunder,Houston Rockets,110.0,118.0
2016-04-03,Memphis Grizzlies,Orlando Magic,107.0,119.0
2016-04-03,Washington Wizards,LA Clippers,109.0,114.0
2016-04-03,Indiana Pacers,New York Knicks,92.0,87.0
2016-04-03,Boston Celtics,Los Angeles Lakers,107.0,100.0
2016-04-05,San Antonio Spurs,Utah Jazz,88.0,86.0
2016-04-05,Chicago Bulls,Memphis Grizzlies,92.0,108.0
2016-04-05,Los Angeles Lakers,LA Clippers,81.0,103.0
2016-04-05,Phoenix Suns,Atlanta Hawks,90.0,103.0
2016-04-05,Oklahoma City Thunder,Denver Nuggets,124.0,102.0
2016-04-05,Detroit Pistons,Miami Heat,89.0,107.0
2016-04-05,Cleveland Cavaliers,Milwaukee Bucks,109.0,80.0
2016-04-05,Minnesota Timberwolves,Golden State Warriors,124.0,117.0
2016-04-05,Portland Trail Blazers,Sacramento Kings,115.0,107.0
2016-04-05,New Orleans Pelicans,Philadelphia 76ers,93.0,107.0
2016-04-05,Charlotte Hornets,Toronto Raptors,90.0,96.0
2016-04-06,New Orleans Pelicans,Boston Celtics,97.0,104.0
2016-04-06,LA Clippers,Los Angeles Lakers,91.0,81.0
2016-04-06,Detroit Pistons,Orlando Magic,108.0,104.0
2016-04-06,Oklahoma City Thunder,Portland Trail Blazers,115.0,120.0
2016-04-06,Charlotte Hornets,New York Knicks,111.0,97.0
2016-04-06,Brooklyn Nets,Washington Wizards,103.0,121.0
2016-04-06,Cleveland Cavaliers,Indiana Pacers,109.0,123.0
2016-04-06,Houston Rockets,Dallas Mavericks,86.0,88.0
2016-04-07,Chicago Bulls,Miami Heat,98.0,106.0
2016-04-07,Phoenix Suns,Houston Rockets,124.0,115.0
2016-04-07,Minnesota Timberwolves,Sacramento Kings,105.0,97.0
2016-04-07,Toronto Raptors,Atlanta Hawks,87.0,95.0
2016-04-07,San Antonio Spurs,Golden State Warriors,101.0,112.0
2016-04-08,Washington Wizards,Detroit Pistons,99.0,112.0
2016-04-08,Miami Heat,Orlando Magic,109.0,112.0
2016-04-08,San Antonio Spurs,Denver Nuggets,98.0,102.0
2016-04-08,Indiana Pacers,Toronto Raptors,98.0,111.0
2016-04-08,Brooklyn Nets,Charlotte Hornets,99.0,113.0
2016-04-08,Los Angeles Lakers,New Orleans Pelicans,102.0,110.0
2016-04-08,Memphis Grizzlies,Dallas Mavericks,93.0,103.0
2016-04-08,Milwaukee Bucks,Boston Celtics,109.0,124.0
2016-04-08,New York Knicks,Philadelphia 76ers,109.0,102.0
2016-04-08,LA Clippers,Utah Jazz,102.0,99.0
2016-04-09,Phoenix Suns,New Orleans Pelicans,121.0,100.0
2016-04-09,Minnesota Timberwolves,Portland Trail Blazers,106.0,105.0
2016-04-09,Golden State Warriors,Memphis Grizzlies,100.0,99.0
2016-04-09,Boston Celtics,Atlanta Hawks,107.0,118.0
2016-04-09,Oklahoma City Thunder,Sacramento Kings,112.0,114.0
2016-04-09,Cleveland Cavaliers,Chicago Bulls,102.0,105.0
2016-04-10,Los Angeles Lakers,Houston Rockets,110.0,130.0
2016-04-10,Brooklyn Nets,Indiana Pacers,105.0,129.0
2016-04-10,Toronto Raptors,New York Knicks,93.0,89.0
2016-04-10,Milwaukee Bucks,Philadelphia 76ers,109.0,108.0
2016-04-10,Charlotte Hornets,Washington Wizards,98.0,113.0
2016-04-10,Utah Jazz,Denver Nuggets,100.0,84.0
2016-04-10,Dallas Mavericks,LA Clippers,91.0,98.0
2016-04-10,Orlando Magic,Miami Heat,96.0,118.0
2016-04-10,Golden State Warriors,San Antonio Spurs,92.0,86.0
2016-04-11,Washington Wizards,Brooklyn Nets,120.0,111.0
2016-04-11,Dallas Mavericks,Utah Jazz,101.0,92.0
2016-04-11,Los Angeles Lakers,Oklahoma City Thunder,79.0,112.0
2016-04-11,Atlanta Hawks,Cleveland Cavaliers,94.0,109.0
2016-04-11,Houston Rockets,Minnesota Timberwolves,129.0,105.0
2016-04-11,Sacramento Kings,Phoenix Suns,105.0,101.0
2016-04-11,Milwaukee Bucks,Orlando Magic,98.0,107.0
2016-04-11,Chicago Bulls,New Orleans Pelicans,121.0,116.0
2016-04-11,Charlotte Hornets,Boston Celtics,114.0,100.0
2016-04-12,Oklahoma City Thunder,San Antonio Spurs,98.0,102.0
2016-04-12,Philadelphia 76ers,Toronto Raptors,98.0,122.0
2016-04-12,New York Knicks,Indiana Pacers,90.0,102.0
2016-04-12,Memphis Grizzlies,LA Clippers,84.0,110.0
2016-04-12,Miami Heat,Detroit Pistons,99.0,93.0
2016-04-13,Atlanta Hawks,Washington Wizards,98.0,109.0
2016-04-13,Memphis Grizzlies,Golden State Warriors,104.0,125.0
2016-04-13,Denver Nuggets,Portland Trail Blazers,99.0,107.0
2016-04-13,San Antonio Spurs,Dallas Mavericks,96.0,91.0
2016-04-13,Miami Heat,Boston Celtics,88.0,98.0
2016-04-13,Toronto Raptors,Brooklyn Nets,103.0,96.0
2016-04-13,Detroit Pistons,Cleveland Cavaliers,112.0,110.0
2016-04-13,Philadelphia 76ers,Chicago Bulls,105.0,115.0
2016-04-13,Sacramento Kings,Houston Rockets,81.0,116.0
2016-04-13,New Orleans Pelicans,Minnesota Timberwolves,109.0,144.0
2016-04-13,Indiana Pacers,Milwaukee Bucks,97.0,92.0
2016-04-13,LA Clippers,Phoenix Suns,105.0,114.0
2016-04-13,Utah Jazz,Los Angeles Lakers,96.0,101.0
2016-04-13,Orlando Magic,Charlotte Hornets,103.0,117.0
2016-04-16,Dallas Mavericks,Oklahoma City Thunder,70.0,108.0
2016-04-16,Boston Celtics,Atlanta Hawks,101.0,102.0
2016-04-16,Houston Rockets,Golden State Warriors,78.0,104.0
2016-04-16,Indiana Pacers,Toronto Raptors,100.0,90.0
2016-04-17,Portland Trail Blazers,LA Clippers,95.0,115.0
2016-04-17,Charlotte Hornets,Miami Heat,91.0,123.0
2016-04-17,Memphis Grizzlies,San Antonio Spurs,74.0,106.0
2016-04-17,Detroit Pistons,Cleveland Cavaliers,101.0,106.0
2016-04-18,Indiana Pacers,Toronto Raptors,87.0,98.0
2016-04-18,Houston Rockets,Golden State Warriors,106.0,115.0
2016-04-18,Dallas Mavericks,Oklahoma City Thunder,85.0,84.0
2016-04-19,Boston Celtics,Atlanta Hawks,72.0,89.0
2016-04-19,Memphis Grizzlies,San Antonio Spurs,68.0,94.0
2016-04-20,Detroit Pistons,Cleveland Cavaliers,90.0,107.0
2016-04-20,Portland Trail Blazers,LA Clippers,81.0,102.0
2016-04-20,Charlotte Hornets,Miami Heat,103.0,115.0
2016-04-21,Golden State Warriors,Houston Rockets,96.0,97.0
2016-04-21,Toronto Raptors,Indiana Pacers,101.0,85.0
2016-04-21,Oklahoma City Thunder,Dallas Mavericks,131.0,102.0
2016-04-22,Atlanta Hawks,Boston Celtics,103.0,111.0
2016-04-22,Cleveland Cavaliers,Detroit Pistons,101.0,91.0
2016-04-22,San Antonio Spurs,Memphis Grizzlies,96.0,87.0
2016-04-23,Oklahoma City Thunder,Dallas Mavericks,119.0,108.0
2016-04-23,Toronto Raptors,Indiana Pacers,83.0,100.0
2016-04-23,Miami Heat,Charlotte Hornets,80.0,96.0
2016-04-23,LA Clippers,Portland Trail Blazers,88.0,96.0
2016-04-24,Golden State Warriors,Houston Rockets,121.0,94.0
2016-04-24,Atlanta Hawks,Boston Celtics,95.0,104.0
2016-04-24,San Antonio Spurs,Memphis Grizzlies,116.0,95.0
2016-04-24,Cleveland Cavaliers,Detroit Pistons,100.0,98.0
2016-04-25,LA Clippers,Portland Trail Blazers,84.0,98.0
2016-04-25,Dallas Mavericks,Oklahoma City Thunder,104.0,118.0
2016-04-25,Miami Heat,Charlotte Hornets,85.0,89.0
2016-04-26,Indiana Pacers,Toronto Raptors,99.0,102.0
2016-04-26,Boston Celtics,Atlanta Hawks,83.0,110.0
2016-04-27,Charlotte Hornets,Miami Heat,90.0,88.0
2016-04-27,Houston Rockets,Golden State Warriors,81.0,114.0
2016-04-27,Portland Trail Blazers,LA Clippers,108.0,98.0
2016-04-28,Atlanta Hawks,Boston Celtics,104.0,92.0
2016-04-29,Toronto Raptors,Indiana Pacers,83.0,101.0
2016-04-29,LA Clippers,Portland Trail Blazers,103.0,106.0
2016-04-29,Miami Heat,Charlotte Hornets,97.0,90.0
2016-04-30,Oklahoma City Thunder,San Antonio Spurs,92.0,124.0
2016-05-01,Charlotte Hornets,Miami Heat,73.0,106.0
2016-05-01,Indiana Pacers,Toronto Raptors,84.0,89.0
2016-05-01,Portland Trail Blazers,Golden State Warriors,106.0,118.0
2016-05-02,Atlanta Hawks,Cleveland Cavaliers,93.0,104.0
2016-05-02,Oklahoma City Thunder,San Antonio Spurs,98.0,97.0
2016-05-03,Miami Heat,Toronto Raptors,102.0,96.0
2016-05-03,Portland Trail Blazers,Golden State Warriors,99.0,110.0
2016-05-04,Atlanta Hawks,Cleveland Cavaliers,98.0,123.0
2016-05-05,Miami Heat,Toronto Raptors,92.0,96.0
2016-05-06,Cleveland Cavaliers,Atlanta Hawks,121.0,108.0
2016-05-06,San Antonio Spurs,Oklahoma City Thunder,100.0,96.0
2016-05-07,Golden State Warriors,Portland Trail Blazers,108.0,120.0
2016-05-07,Toronto Raptors,Miami Heat,95.0,91.0
2016-05-08,San Antonio Spurs,Oklahoma City Thunder,97.0,111.0
2016-05-08,Cleveland Cavaliers,Atlanta Hawks,100.0,99.0
2016-05-09,Golden State Warriors,Portland Trail Blazers,132.0,125.0
2016-05-09,Toronto Raptors,Miami Heat,87.0,94.0
2016-05-10,Oklahoma City Thunder,San Antonio Spurs,95.0,91.0
2016-05-11,Miami Heat,Toronto Raptors,91.0,99.0
2016-05-11,Portland Trail Blazers,Golden State Warriors,121.0,125.0
2016-05-12,San Antonio Spurs,Oklahoma City Thunder,99.0,113.0
2016-05-13,Toronto Raptors,Miami Heat,91.0,103.0
2016-05-15,Miami Heat,Toronto Raptors,89.0,116.0
2016-05-16,Oklahoma City Thunder,Golden State Warriors,108.0,102.0
2016-05-17,Toronto Raptors,Cleveland Cavaliers,84.0,115.0
2016-05-18,Oklahoma City Thunder,Golden State Warriors,91.0,118.0
2016-05-19,Toronto Raptors,Cleveland Cavaliers,89.0,108.0
2016-05-21,Cleveland Cavaliers,Toronto Raptors,84.0,99.0
2016-05-22,Golden State Warriors,Oklahoma City Thunder,105.0,133.0
2016-05-23,Cleveland Cavaliers,Toronto Raptors,99.0,105.0
2016-05-24,Golden State Warriors,Oklahoma City Thunder,94.0,118.0
2016-05-25,Toronto Raptors,Cleveland Cavaliers,78.0,116.0
2016-05-26,Oklahoma City Thunder,Golden State Warriors,111.0,120.0
2016-05-27,Cleveland Cavaliers,Toronto Raptors,113.0,87.0
2016-05-28,Golden State Warriors,Oklahoma City Thunder,108.0,101.0
2016-05-30,Oklahoma City Thunder,Golden State Warriors,88.0,96.0
2016-06-02,Cleveland Cavaliers,Golden State Warriors,89.0,104.0
2016-06-05,Cleveland Cavaliers,Golden State Warriors,77.0,110.0
2016-06-08,Golden State Warriors,Cleveland Cavaliers,90.0,120.0
2016-06-10,Golden State Warriors,Cleveland Cavaliers,108.0,97.0
2016-06-13,Cleveland Cavaliers,Golden State Warriors,112.0,97.0
2016-06-16,Golden State Warriors,Cleveland Cavaliers,101.0,115.0
2016-06-19,Cleveland Cavaliers,Golden State Warriors,93.0,89.0
2016-10-01,Golden State Warriors,Toronto Raptors,93.0,97.0
2016-10-01,Dallas Mavericks,New Orleans Pelicans,102.0,116.0
2016-10-03,Orlando Magic,Memphis Grizzlies,97.0,102.0
2016-10-03,Milwaukee Bucks,Chicago Bulls,93.0,91.0
2016-10-03,Denver Nuggets,Toronto Raptors,108.0,106.0
2016-10-03,Utah Jazz,Portland Trail Blazers,89.0,98.0
2016-10-03,San Antonio Spurs,Phoenix Suns,86.0,91.0
2016-10-03,Charlotte Hornets,Dallas Mavericks,88.0,95.0
2016-10-04,LA Clippers,Golden State Warriors,73.0,120.0
2016-10-04,Indiana Pacers,New Orleans Pelicans,113.0,96.0
2016-10-04,New York Knicks,Houston Rockets,103.0,130.0
2016-10-04,Sacramento Kings,Los Angeles Lakers,84.0,103.0
2016-10-04,Boston Celtics,Philadelphia 76ers,89.0,92.0
2016-10-04,Miami Heat,Washington Wizards,106.0,95.0
2016-10-05,Orlando Magic,Cleveland Cavaliers,102.0,117.0
2016-10-05,Utah Jazz,Phoenix Suns,104.0,99.0
2016-10-05,Toronto Raptors,LA Clippers,98.0,104.0
2016-10-06,Sacramento Kings,Golden State Warriors,96.0,105.0
2016-10-06,Chicago Bulls,Indiana Pacers,108.0,115.0
2016-10-06,Detroit Pistons,Brooklyn Nets,94.0,101.0
2016-10-06,Washington Wizards,Philadelphia 76ers,125.0,119.0
2016-10-06,Boston Celtics,Charlotte Hornets,107.0,92.0
2016-10-06,Atlanta Hawks,Memphis Grizzlies,104.0,83.0
2016-10-07,Denver Nuggets,Los Angeles Lakers,101.0,97.0
2016-10-07,Phoenix Suns,Portland Trail Blazers,110.0,115.0
2016-10-08,Philadelphia 76ers,Cleveland Cavaliers,105.0,108.0
2016-10-08,Atlanta Hawks,San Antonio Spurs,91.0,102.0
2016-10-08,Brooklyn Nets,New York Knicks,98.0,116.0
2016-10-08,Minnesota Timberwolves,Miami Heat,109.0,100.0
